Epoch: [1][40/413], lr: 0.00100	Time 1.672 (2.009)	Data 0.000 (0.434)	Loss 0.4781 (0.5090)	Prec@1 12.500 (6.098)	Prec@5 37.500 (22.256)
Epoch: [1][60/413], lr: 0.00100	Time 1.578 (1.874)	Data 0.000 (0.292)	Loss 0.5171 (0.5060)	Prec@1 0.000 (6.148)	Prec@5 37.500 (23.156)
Epoch: [1][80/413], lr: 0.00100	Time 1.687 (1.801)	Data 0.000 (0.220)	Loss 0.4930 (0.5053)	Prec@1 25.000 (6.327)	Prec@5 25.000 (23.148)
Epoch: [1][100/413], lr: 0.00100	Time 1.687 (1.754)	Data 0.000 (0.176)	Loss 0.4685 (0.5060)	Prec@1 0.000 (6.312)	Prec@5 37.500 (22.525)
Epoch: [1][120/413], lr: 0.00100	Time 1.672 (1.727)	Data 0.000 (0.147)	Loss 0.4808 (0.5045)	Prec@1 25.000 (6.715)	Prec@5 37.500 (22.727)
Epoch: [1][140/413], lr: 0.00100	Time 1.500 (1.703)	Data 0.000 (0.126)	Loss 0.5196 (0.5010)	Prec@1 0.000 (7.004)	Prec@5 12.500 (22.961)
Epoch: [1][160/413], lr: 0.00100	Time 1.547 (1.685)	Data 0.000 (0.111)	Loss 0.5231 (0.4994)	Prec@1 0.000 (6.910)	Prec@5 12.500 (23.137)
Epoch: [1][180/413], lr: 0.00100	Time 1.687 (1.673)	Data 0.000 (0.098)	Loss 0.4608 (0.4971)	Prec@1 25.000 (7.320)	Prec@5 37.500 (24.171)
Epoch: [1][200/413], lr: 0.00100	Time 1.547 (1.662)	Data 0.000 (0.089)	Loss 0.4585 (0.4977)	Prec@1 25.000 (7.090)	Prec@5 37.500 (23.818)
Epoch: [1][220/413], lr: 0.00100	Time 1.484 (1.653)	Data 0.000 (0.081)	Loss 0.5031 (0.4973)	Prec@1 0.000 (6.900)	Prec@5 25.000 (23.869)
Epoch: [1][240/413], lr: 0.00100	Time 1.531 (1.647)	Data 0.000 (0.074)	Loss 0.4225 (0.4967)	Prec@1 25.000 (7.106)	Prec@5 62.500 (24.481)
Epoch: [1][260/413], lr: 0.00100	Time 1.578 (1.641)	Data 0.000 (0.068)	Loss 0.4956 (0.4951)	Prec@1 0.000 (7.184)	Prec@5 12.500 (25.048)
Epoch: [1][280/413], lr: 0.00100	Time 1.547 (1.635)	Data 0.000 (0.063)	Loss 0.5493 (0.4949)	Prec@1 0.000 (7.473)	Prec@5 12.500 (25.000)
Epoch: [1][300/413], lr: 0.00100	Time 1.609 (1.632)	Data 0.000 (0.059)	Loss 0.4720 (0.4925)	Prec@1 0.000 (7.641)	Prec@5 25.000 (25.581)
Epoch: [1][320/413], lr: 0.00100	Time 1.672 (1.628)	Data 0.000 (0.055)	Loss 0.4695 (0.4921)	Prec@1 12.500 (7.593)	Prec@5 37.500 (25.428)
Epoch: [1][340/413], lr: 0.00100	Time 1.516 (1.624)	Data 0.000 (0.052)	Loss 0.4912 (0.4905)	Prec@1 12.500 (8.028)	Prec@5 12.500 (25.916)
Epoch: [1][360/413], lr: 0.00100	Time 1.703 (1.622)	Data 0.000 (0.049)	Loss 0.4926 (0.4896)	Prec@1 25.000 (7.999)	Prec@5 37.500 (26.143)
Epoch: [1][380/413], lr: 0.00100	Time 1.703 (1.619)	Data 0.000 (0.047)	Loss 0.4499 (0.4884)	Prec@1 25.000 (8.136)	Prec@5 37.500 (26.575)
Epoch: [1][400/413], lr: 0.00100	Time 1.531 (1.617)	Data 0.000 (0.044)	Loss 0.5133 (0.4874)	Prec@1 12.500 (8.167)	Prec@5 25.000 (27.026)
Test: [0/473]	Time 16.327 (16.327)	Loss 0.3915 (0.3915)	Prec@1 25.000 (25.000)	Prec@5 75.000 (75.000)
Test: [20/473]	Time 0.172 (0.934)	Loss 0.3705 (0.4447)	Prec@1 0.000 (11.905)	Prec@5 62.500 (35.119)
Test: [40/473]	Time 0.172 (0.556)	Loss 0.2689 (0.4070)	Prec@1 62.500 (22.866)	Prec@5 100.000 (54.268)
Test: [60/473]	Time 0.156 (0.426)	Loss 0.3470 (0.3728)	Prec@1 62.500 (33.607)	Prec@5 87.500 (62.500)
Test: [80/473]	Time 0.156 (0.360)	Loss 0.3973 (0.3854)	Prec@1 0.000 (30.556)	Prec@5 87.500 (57.716)
Test: [100/473]	Time 0.156 (0.320)	Loss 0.6026 (0.3947)	Prec@1 0.000 (25.619)	Prec@5 0.000 (54.827)
Test: [120/473]	Time 0.172 (0.294)	Loss 0.3902 (0.3942)	Prec@1 12.500 (27.479)	Prec@5 62.500 (54.959)
Test: [140/473]	Time 0.141 (0.275)	Loss 0.4826 (0.3958)	Prec@1 0.000 (25.887)	Prec@5 0.000 (54.344)
Test: [160/473]	Time 0.156 (0.261)	Loss 0.4356 (0.3945)	Prec@1 0.000 (25.078)	Prec@5 37.500 (54.503)
Test: [180/473]	Time 0.172 (0.250)	Loss 0.4230 (0.4051)	Prec@1 0.000 (22.445)	Prec@5 37.500 (50.138)
Test: [200/473]	Time 0.156 (0.241)	Loss 0.4642 (0.4061)	Prec@1 25.000 (23.383)	Prec@5 25.000 (51.306)
Test: [220/473]	Time 0.156 (0.234)	Loss 0.4678 (0.4138)	Prec@1 0.000 (22.511)	Prec@5 0.000 (48.925)
Test: [240/473]	Time 0.172 (0.228)	Loss 0.4813 (0.4221)	Prec@1 0.000 (20.643)	Prec@5 25.000 (45.280)
Test: [260/473]	Time 0.156 (0.223)	Loss 0.6671 (0.4281)	Prec@1 0.000 (19.636)	Prec@5 0.000 (43.678)
Test: [280/473]	Time 0.156 (0.218)	Loss 0.3275 (0.4289)	Prec@1 50.000 (19.795)	Prec@5 100.000 (43.060)
Test: [300/473]	Time 0.172 (0.214)	Loss 0.4659 (0.4294)	Prec@1 0.000 (19.435)	Prec@5 0.000 (42.234)
Test: [320/473]	Time 0.156 (0.211)	Loss 0.3925 (0.4303)	Prec@1 0.000 (19.198)	Prec@5 87.500 (42.679)
Test: [340/473]	Time 0.172 (0.208)	Loss 0.4800 (0.4333)	Prec@1 0.000 (18.475)	Prec@5 0.000 (41.569)
Test: [360/473]	Time 0.156 (0.205)	Loss 0.4110 (0.4345)	Prec@1 0.000 (18.456)	Prec@5 12.500 (41.240)
Test: [380/473]	Time 0.156 (0.203)	Loss 0.3303 (0.4357)	Prec@1 37.500 (17.881)	Prec@5 75.000 (40.846)
Test: [400/473]	Time 0.172 (0.201)	Loss 0.4830 (0.4358)	Prec@1 0.000 (17.394)	Prec@5 25.000 (40.524)
Test: [420/473]	Time 0.156 (0.199)	Loss 0.3619 (0.4334)	Prec@1 0.000 (18.230)	Prec@5 100.000 (41.508)
Test: [440/473]	Time 0.172 (0.198)	Loss 0.3790 (0.4327)	Prec@1 50.000 (17.914)	Prec@5 87.500 (41.468)
Test: [460/473]	Time 0.141 (0.196)	Loss 0.5297 (0.4331)	Prec@1 0.000 (18.004)	Prec@5 0.000 (41.920)
Testing Results: Prec@1 17.552 Prec@5 40.867 Loss 0.43611
Best Prec@1: 17.552

Epoch: [2][0/413], lr: 0.00100	Time 18.483 (18.483)	Data 16.968 (16.968)	Loss 0.5074 (0.5074)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Epoch: [2][20/413], lr: 0.00100	Time 1.641 (2.318)	Data 0.000 (0.809)	Loss 0.4578 (0.4732)	Prec@1 12.500 (10.714)	Prec@5 12.500 (28.571)
Epoch: [2][40/413], lr: 0.00100	Time 1.516 (1.971)	Data 0.000 (0.414)	Loss 0.4552 (0.4575)	Prec@1 25.000 (11.585)	Prec@5 50.000 (35.366)
Epoch: [2][60/413], lr: 0.00100	Time 1.500 (1.845)	Data 0.000 (0.278)	Loss 0.4558 (0.4573)	Prec@1 0.000 (11.885)	Prec@5 12.500 (35.656)
Epoch: [2][80/413], lr: 0.00100	Time 1.656 (1.783)	Data 0.000 (0.210)	Loss 0.4363 (0.4579)	Prec@1 0.000 (11.574)	Prec@5 37.500 (34.259)
Epoch: [2][100/413], lr: 0.00100	Time 1.516 (1.743)	Data 0.000 (0.168)	Loss 0.4804 (0.4565)	Prec@1 25.000 (11.757)	Prec@5 37.500 (34.406)
Epoch: [2][120/413], lr: 0.00100	Time 1.500 (1.716)	Data 0.000 (0.140)	Loss 0.3961 (0.4552)	Prec@1 25.000 (12.087)	Prec@5 62.500 (35.331)
Epoch: [2][140/413], lr: 0.00100	Time 1.500 (1.697)	Data 0.000 (0.120)	Loss 0.4166 (0.4537)	Prec@1 12.500 (12.500)	Prec@5 37.500 (35.816)
Epoch: [2][160/413], lr: 0.00100	Time 1.687 (1.683)	Data 0.000 (0.105)	Loss 0.4513 (0.4529)	Prec@1 0.000 (12.888)	Prec@5 25.000 (36.413)
Epoch: [2][180/413], lr: 0.00100	Time 1.609 (1.672)	Data 0.000 (0.094)	Loss 0.4351 (0.4522)	Prec@1 25.000 (13.398)	Prec@5 37.500 (36.809)
Epoch: [2][200/413], lr: 0.00100	Time 1.500 (1.662)	Data 0.000 (0.084)	Loss 0.4054 (0.4520)	Prec@1 12.500 (13.557)	Prec@5 50.000 (36.816)
Epoch: [2][220/413], lr: 0.00100	Time 1.516 (1.654)	Data 0.000 (0.077)	Loss 0.4435 (0.4508)	Prec@1 12.500 (13.801)	Prec@5 50.000 (37.161)
Epoch: [2][240/413], lr: 0.00100	Time 1.516 (1.647)	Data 0.000 (0.070)	Loss 0.4676 (0.4503)	Prec@1 12.500 (13.900)	Prec@5 37.500 (37.500)
Epoch: [2][260/413], lr: 0.00100	Time 1.500 (1.643)	Data 0.000 (0.065)	Loss 0.4613 (0.4489)	Prec@1 0.000 (13.937)	Prec@5 37.500 (37.787)
Epoch: [2][280/413], lr: 0.00100	Time 1.578 (1.638)	Data 0.000 (0.060)	Loss 0.4057 (0.4488)	Prec@1 25.000 (14.235)	Prec@5 62.500 (38.078)
Epoch: [2][300/413], lr: 0.00100	Time 1.484 (1.634)	Data 0.000 (0.056)	Loss 0.3642 (0.4477)	Prec@1 12.500 (14.659)	Prec@5 62.500 (38.331)
Epoch: [2][320/413], lr: 0.00100	Time 1.484 (1.631)	Data 0.000 (0.053)	Loss 0.3997 (0.4467)	Prec@1 25.000 (14.486)	Prec@5 50.000 (38.824)
Epoch: [2][340/413], lr: 0.00100	Time 1.578 (1.627)	Data 0.000 (0.050)	Loss 0.3981 (0.4464)	Prec@1 12.500 (14.589)	Prec@5 75.000 (38.966)
Epoch: [2][360/413], lr: 0.00100	Time 1.672 (1.625)	Data 0.000 (0.047)	Loss 0.3655 (0.4458)	Prec@1 25.000 (14.785)	Prec@5 87.500 (39.231)
Epoch: [2][380/413], lr: 0.00100	Time 1.687 (1.622)	Data 0.000 (0.045)	Loss 0.3590 (0.4447)	Prec@1 37.500 (15.125)	Prec@5 75.000 (39.895)
Epoch: [2][400/413], lr: 0.00100	Time 1.531 (1.620)	Data 0.000 (0.042)	Loss 0.5002 (0.4442)	Prec@1 0.000 (15.243)	Prec@5 25.000 (39.931)
Test: [0/473]	Time 16.780 (16.780)	Loss 0.2339 (0.2339)	Prec@1 100.000 (100.000)	Prec@5 100.000 (100.000)
Test: [20/473]	Time 0.156 (0.954)	Loss 0.4178 (0.4027)	Prec@1 0.000 (26.786)	Prec@5 50.000 (47.024)
Test: [40/473]	Time 0.156 (0.567)	Loss 0.2404 (0.3903)	Prec@1 87.500 (31.707)	Prec@5 100.000 (51.524)
Test: [60/473]	Time 0.156 (0.433)	Loss 0.3274 (0.3553)	Prec@1 12.500 (35.041)	Prec@5 87.500 (62.910)
Test: [80/473]	Time 0.156 (0.366)	Loss 0.2880 (0.3784)	Prec@1 50.000 (31.636)	Prec@5 100.000 (59.722)
Test: [100/473]	Time 0.156 (0.325)	Loss 0.4345 (0.3748)	Prec@1 0.000 (31.436)	Prec@5 50.000 (62.005)
Test: [120/473]	Time 0.156 (0.298)	Loss 0.2257 (0.3697)	Prec@1 87.500 (32.335)	Prec@5 100.000 (63.430)
Test: [140/473]	Time 0.156 (0.278)	Loss 0.4014 (0.3661)	Prec@1 12.500 (32.447)	Prec@5 62.500 (65.514)
Test: [160/473]	Time 0.172 (0.263)	Loss 0.4915 (0.3578)	Prec@1 0.000 (34.006)	Prec@5 0.000 (67.158)
Test: [180/473]	Time 0.156 (0.252)	Loss 0.4791 (0.3697)	Prec@1 0.000 (31.215)	Prec@5 0.000 (62.293)
Test: [200/473]	Time 0.172 (0.243)	Loss 0.5634 (0.3744)	Prec@1 0.000 (29.167)	Prec@5 0.000 (60.323)
Test: [220/473]	Time 0.156 (0.236)	Loss 0.3477 (0.3769)	Prec@1 50.000 (29.581)	Prec@5 100.000 (60.011)
Test: [240/473]	Time 0.156 (0.229)	Loss 0.2942 (0.3803)	Prec@1 75.000 (28.579)	Prec@5 100.000 (58.402)
Test: [260/473]	Time 0.156 (0.224)	Loss 0.5541 (0.3840)	Prec@1 0.000 (28.161)	Prec@5 12.500 (57.184)
Test: [280/473]	Time 0.156 (0.220)	Loss 0.4105 (0.3862)	Prec@1 0.000 (26.646)	Prec@5 37.500 (56.361)
Test: [300/473]	Time 0.156 (0.216)	Loss 0.3705 (0.3865)	Prec@1 0.000 (26.080)	Prec@5 75.000 (56.146)
Test: [320/473]	Time 0.156 (0.212)	Loss 0.3174 (0.3878)	Prec@1 50.000 (26.674)	Prec@5 100.000 (55.607)
Test: [340/473]	Time 0.156 (0.209)	Loss 0.3386 (0.3912)	Prec@1 12.500 (25.953)	Prec@5 100.000 (54.326)
Test: [360/473]	Time 0.156 (0.207)	Loss 0.3387 (0.3886)	Prec@1 0.000 (26.731)	Prec@5 100.000 (54.917)
Test: [380/473]	Time 0.156 (0.204)	Loss 0.3395 (0.3887)	Prec@1 25.000 (26.509)	Prec@5 87.500 (55.446)
Test: [400/473]	Time 0.156 (0.202)	Loss 0.4663 (0.3896)	Prec@1 12.500 (25.655)	Prec@5 37.500 (55.237)
Test: [420/473]	Time 0.156 (0.200)	Loss 0.4614 (0.3877)	Prec@1 0.000 (26.603)	Prec@5 0.000 (55.998)
Test: [440/473]	Time 0.172 (0.199)	Loss 0.3638 (0.3880)	Prec@1 0.000 (26.984)	Prec@5 100.000 (55.981)
Test: [460/473]	Time 0.156 (0.197)	Loss 0.4982 (0.3904)	Prec@1 0.000 (26.410)	Prec@5 50.000 (55.721)
Testing Results: Prec@1 25.958 Prec@5 54.930 Loss 0.39242
Best Prec@1: 25.958

Epoch: [3][0/413], lr: 0.00100	Time 18.967 (18.967)	Data 17.452 (17.452)	Loss 0.4267 (0.4267)	Prec@1 12.500 (12.500)	Prec@5 25.000 (25.000)
Epoch: [3][20/413], lr: 0.00100	Time 1.687 (2.331)	Data 0.000 (0.831)	Loss 0.3964 (0.4134)	Prec@1 25.000 (14.881)	Prec@5 50.000 (48.214)
Epoch: [3][40/413], lr: 0.00100	Time 1.484 (1.971)	Data 0.000 (0.426)	Loss 0.4009 (0.4113)	Prec@1 25.000 (16.463)	Prec@5 62.500 (50.000)
Epoch: [3][60/413], lr: 0.00100	Time 1.641 (1.854)	Data 0.000 (0.286)	Loss 0.4147 (0.4169)	Prec@1 0.000 (15.779)	Prec@5 50.000 (47.336)
Epoch: [3][80/413], lr: 0.00100	Time 1.531 (1.788)	Data 0.000 (0.216)	Loss 0.4323 (0.4179)	Prec@1 25.000 (16.975)	Prec@5 50.000 (47.068)
Epoch: [3][100/413], lr: 0.00100	Time 1.500 (1.751)	Data 0.000 (0.173)	Loss 0.4123 (0.4171)	Prec@1 12.500 (17.450)	Prec@5 25.000 (46.782)
Epoch: [3][120/413], lr: 0.00100	Time 1.500 (1.723)	Data 0.000 (0.144)	Loss 0.3900 (0.4202)	Prec@1 37.500 (17.459)	Prec@5 37.500 (45.971)
Epoch: [3][140/413], lr: 0.00100	Time 1.687 (1.704)	Data 0.000 (0.124)	Loss 0.4499 (0.4219)	Prec@1 25.000 (17.199)	Prec@5 37.500 (44.592)
Epoch: [3][160/413], lr: 0.00100	Time 1.500 (1.687)	Data 0.000 (0.109)	Loss 0.4275 (0.4214)	Prec@1 25.000 (17.314)	Prec@5 50.000 (44.876)
Epoch: [3][180/413], lr: 0.00100	Time 1.500 (1.675)	Data 0.000 (0.097)	Loss 0.3832 (0.4211)	Prec@1 37.500 (17.196)	Prec@5 50.000 (45.304)
Epoch: [3][200/413], lr: 0.00100	Time 1.547 (1.667)	Data 0.000 (0.087)	Loss 0.4252 (0.4201)	Prec@1 12.500 (17.724)	Prec@5 50.000 (45.647)
Epoch: [3][220/413], lr: 0.00100	Time 1.531 (1.657)	Data 0.000 (0.079)	Loss 0.3840 (0.4188)	Prec@1 25.000 (17.704)	Prec@5 62.500 (46.097)
Epoch: [3][240/413], lr: 0.00100	Time 1.500 (1.650)	Data 0.000 (0.073)	Loss 0.4360 (0.4178)	Prec@1 12.500 (17.739)	Prec@5 25.000 (46.214)
Epoch: [3][260/413], lr: 0.00100	Time 1.500 (1.645)	Data 0.000 (0.067)	Loss 0.4804 (0.4175)	Prec@1 25.000 (18.008)	Prec@5 37.500 (46.216)
Epoch: [3][280/413], lr: 0.00100	Time 1.500 (1.640)	Data 0.000 (0.062)	Loss 0.4853 (0.4168)	Prec@1 0.000 (18.327)	Prec@5 25.000 (46.619)
Epoch: [3][300/413], lr: 0.00100	Time 1.719 (1.636)	Data 0.000 (0.058)	Loss 0.3622 (0.4164)	Prec@1 25.000 (18.355)	Prec@5 75.000 (46.761)
Epoch: [3][320/413], lr: 0.00100	Time 1.656 (1.631)	Data 0.000 (0.055)	Loss 0.4628 (0.4157)	Prec@1 12.500 (18.653)	Prec@5 50.000 (47.118)
Epoch: [3][340/413], lr: 0.00100	Time 1.500 (1.628)	Data 0.000 (0.051)	Loss 0.4199 (0.4158)	Prec@1 12.500 (18.438)	Prec@5 50.000 (47.031)
Epoch: [3][360/413], lr: 0.00100	Time 1.703 (1.625)	Data 0.000 (0.048)	Loss 0.3797 (0.4146)	Prec@1 12.500 (18.421)	Prec@5 62.500 (47.542)
Epoch: [3][380/413], lr: 0.00100	Time 1.562 (1.622)	Data 0.000 (0.046)	Loss 0.4542 (0.4137)	Prec@1 12.500 (18.766)	Prec@5 25.000 (47.769)
Epoch: [3][400/413], lr: 0.00100	Time 1.484 (1.619)	Data 0.000 (0.044)	Loss 0.4326 (0.4134)	Prec@1 37.500 (18.953)	Prec@5 50.000 (47.818)
Test: [0/473]	Time 16.358 (16.358)	Loss 0.3575 (0.3575)	Prec@1 12.500 (12.500)	Prec@5 75.000 (75.000)
Test: [20/473]	Time 0.187 (0.934)	Loss 0.3451 (0.3537)	Prec@1 0.000 (29.167)	Prec@5 75.000 (69.048)
Test: [40/473]	Time 0.172 (0.557)	Loss 0.1862 (0.3461)	Prec@1 100.000 (36.585)	Prec@5 100.000 (71.341)
Test: [60/473]	Time 0.156 (0.426)	Loss 0.3265 (0.3347)	Prec@1 12.500 (38.320)	Prec@5 100.000 (70.902)
Test: [80/473]	Time 0.172 (0.360)	Loss 0.2695 (0.3454)	Prec@1 87.500 (35.802)	Prec@5 100.000 (67.747)
Test: [100/473]	Time 0.172 (0.321)	Loss 0.4430 (0.3411)	Prec@1 0.000 (35.272)	Prec@5 50.000 (69.183)
Test: [120/473]	Time 0.156 (0.294)	Loss 0.1511 (0.3344)	Prec@1 100.000 (37.293)	Prec@5 100.000 (69.835)
Test: [140/473]	Time 0.172 (0.275)	Loss 0.2457 (0.3301)	Prec@1 62.500 (37.145)	Prec@5 100.000 (70.745)
Test: [160/473]	Time 0.156 (0.260)	Loss 0.3781 (0.3222)	Prec@1 12.500 (39.596)	Prec@5 75.000 (72.826)
Test: [180/473]	Time 0.156 (0.249)	Loss 0.4393 (0.3344)	Prec@1 0.000 (37.500)	Prec@5 12.500 (69.061)
Test: [200/473]	Time 0.156 (0.240)	Loss 0.5785 (0.3373)	Prec@1 0.000 (37.065)	Prec@5 0.000 (68.968)
